name;koordinat;foto;plastik;metal;bymaga;steklo;odegda;batareiki;lampochki;technika;krishechki;shini;inoe;zubnie_shetki;gradusniki;kol_vo_sectorov_diagrav;cvet;multipole;info1;info2;info3;info4;info5;
"ул. Ставропольская, 222/1
Контейнер АО ""Мусороуборочная компания"" для приема бумаги и картона
https://trashcomp.com";45.018952,39.02896;;0;0;1;0;0;0;0;0;0;0;0;0;0;1;"#0283BC
";bymaga;;;;;;
" ул.Ким, 145А
Контейнеры АО ""Мусороуборочная компания"" для приема:
- пластика (пластиковые бутылки из-под напитков с маркировкой PET (01));
- макулатуры и картона
https://trashcomp.com";45.01899,39.019896;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Уманская, 64, хутор Ленина
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.019041,39.201922;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"ул. Ставропольская, 155/1
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.019111,39.034647;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"ул. Стасова, 178
Контейнер для приёма батареек в магазин Эльдорадо";45.023832, 39.046181;;0;0;0;0;0;1;0;0;0;0;0;0;0;1;#D82329;batareiki;;;;;;
"ул. Ким, 147/1 
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.019156, 39.021963;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
Пункт приема и выдачи детских и взрослых вещей Храма Рождества Христова (небольшой красный вагончик). С 10.00 до 14.00 по вторникам и четвергам. 8 (861) 261-14-58 ;45.024138, 38.904328;;0;0;0;0;1;0;0;0;0;0;0;0;0;1;"#D8107F
";odegda;;;;;;
"ул. Ким, 159 
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.019251,39.02596;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"ул. Селезнёва, 88/1
Контейнер ООО ""РТС"" (Чистый город) 
Принимают:
- макулатуру;
- пластиковые бутылки из-под напитков с маркировкой PET (01);
- пластиковые флаконы из-под бытовой химии с маркировкой HDPE/PEHD (02);
- пакеты (HDPE/PEHD (02));
- плёнку,  пупырчатую плёнку,  пакеты из-под молочных продуктов, мягкие почтовые конверты (LPDE (04));
- стрейч-плёнку,
- вёдра;
- ПП ящики;
- пенопласт
vyvozmusora23.ru
vtormusor.ru";45.0243014,39.0322411;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Старокубанская, 137
Контейнер ООО ""РТС"" (Чистый город) 
Принимают:
- макулатуру;
- пластиковые бутылки из-под напитков с маркировкой PET (01);
- пластиковые флаконы из-под бытовой химии с маркировкой HDPE/PEHD (02);
- пакеты (HDPE/PEHD (02));
- плёнку,  пупырчатую плёнку,  пакеты из-под молочных продуктов, мягкие почтовые конверты (LPDE (04));
- стрейч-плёнку,
- вёдра;
- ПП ящики;
- пенопласт
vyvozmusora23.ru
vtormusor.ru";45.0244606,39.0498072;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Селезнёва, 88/1
Контейнер ООО ""РТС"" (Чистый город) 
Принимают:
- макулатуру;
- пластиковые бутылки из-под напитков с маркировкой PET (01);
- пластиковые флаконы из-под бытовой химии с маркировкой HDPE/PEHD (02);
- пакеты (HDPE/PEHD (02));
- плёнку,  пупырчатую плёнку,  пакеты из-под молочных продуктов, мягкие почтовые конверты (LPDE (04));
- стрейч-плёнку,
- вёдра;
- ПП ящики;
- пенопласт
vyvozmusora23.ru
vtormusor.ru";45.0245023,39.0313988;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Красная, 22 
Контейнеры АО ""Мусороуборочная компания"" для приема:
- пластика (пластиковые бутылки из-под напитков с маркировкой PET (01));
- макулатуры и картона
https://trashcomp.com";45.019634,38.968953;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Новая, 2, жилой массив ТЭЦ
Контейнеры АО ""Мусороуборочная компания"" для приема:
- пластика (пластиковые бутылки из-под напитков с маркировкой PET (01));
- макулатуры и картона
https://trashcomp.com";45.019653,39.06925;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Кавказская, 156 
Контейнеры АО ""Мусороуборочная компания"" для приема:
- пластика (пластиковые бутылки из-под напитков с маркировкой PET (01));
- макулатуры и картона
https://trashcomp.com";45.019729,39.013321;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Ставропольская, 167 
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.019736,39.036506;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"ул. Рашпилевская, 20 
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.019857,38.966788;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"ул. Евдокии Бершанской, 39 
Контейнеры АО ""Мусороуборочная компания"" для приема:
- пластика (пластиковые бутылки из-под напитков с маркировкой PET (01));
- макулатуры и картона
https://trashcomp.com";45.019869,39.084575;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Рождественская Набережная, 4
Контейнер ООО ""РТС"" (Чистый город) 
Принимают:
- макулатуру;
- пластиковые бутылки из-под напитков с маркировкой PET (01);
- пластиковые флаконы из-под бытовой химии с маркировкой HDPE/PEHD (02);
- пакеты (HDPE/PEHD (02));
- плёнку,  пупырчатую плёнку,  пакеты из-под молочных продуктов, мягкие почтовые конверты (LPDE (04));
- стрейч-плёнку,
- вёдра;
- ПП ящики;
- пенопласт
vyvozmusora23.ru
vtormusor.ru";45.0249278,38.9072871;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"пер. Буковый, 16-18, хутор Ленина
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.019991,39.211309;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"ул. Кубанская, 71/1 
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.02001,39.086668;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"Добрые крышечки,  улица Лизы Чайкиной, 2/1

Контейнер ""Добрые крышечки"" в гипермаркете ""Магнит"" 
Какие крышечки можно сдать? (информация из группы в вк https://vk.com/dobrie_krishechki)
КАКИЕ КРЫШКИ МОЖНО СДАВАТЬ
В социально-экологическом проекте #Добрые_крышечки участвуют только Ч_И_С_Т_Ы_Е пластиковые завинчивающиеся крышечки с маркировкой 2 (HDPE), 02 (PE-HD), 4 (LDPE), тетрапак, Bericap (от пищевых)

➕ тетра-паков;
➕ пластиковых бутылок и бутылочек (например, воды, газированных напитков, молочных и кисломолочных продуктов, в т.ч. ""Иммунеле"", некоторых непищевых жидкостей - стеклоомывателя в 5-литровых бутылках и т.п);
➕ дой-паков (например, от кетчупа, сгущенки); 
➕ любые другие крышечки с маркировкой в треугольнике ""2"", ""02"", HDPE, PE-HD, 4 LDPE
➕ колечки от крышек и ручки от 5-ти литровых бутылок подходят для акции, но во избежание травмирования могут сниматься только взрослыми людьми!
➕ крышечки (обычно маркировки ""8"") желательно очистить от вкладышей! 
➕ крышечки от бутылок с растительным маслом помойте, пожалуйста, перед сдачей с моющим жирорастворимым средством!
________________
⚠️ На 95% вопросов про крышечки от участников проекта уже есть ответы, поэтому ВНИМАТЕЛЬНО читаем и изучаем и только если не найдете ответа, пишите свой вопрос и желательно с фотографиями (о крышках)
1. Спросить у Бота - vk.cc/8rNxCu
2. Сначала читаем тут - vk.cc/7XZDJN
3. Далее изучаем здесь - vk.cc/88xWZn
4. Потом тут - vk.cc/88xPD3";45.02508565404232, 39.057751761901216;;1;0;0;0;0;0;0;0;1;0;0;0;0;2;"#FEF008
,#074C90
";plastik,krishechki;;;;;;
"ул. Ставропольская, 137 
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.020029,39.027424;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"ул. Шевченко, 12 
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.020029,39.077919;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"ул. Сормовская 3/3 (НСТ Краснодарсельмаш)
Контейнер ООО ""РТС"" (Чистый город) 
Принимают:
- макулатуру;
- пластиковые бутылки из-под напитков с маркировкой PET (01);
- пластиковые флаконы из-под бытовой химии с маркировкой HDPE/PEHD (02);
- пакеты (HDPE/PEHD (02));
- плёнку,  пупырчатую плёнку,  пакеты из-под молочных продуктов, мягкие почтовые конверты (LPDE (04));
- стрейч-плёнку,
- вёдра;
- ПП ящики;
- пенопласт
vyvozmusora23.ru
vtormusor.ru";45.025234,39.052748;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"Фандомат микрорайон Хлопчато-бумажный Комбинат, улица Лизы Чайкиной, 2/1

Как и указано в правилах акции, аппарат принимает бутылки и флаконы с маркировкой 1 (PET) и 2 (HDPE), чистые, пустые, объемом до 2 л.
Также можно сдать флаконы с другой маркировкой от бренда ""Чистая линия"".

Сейчас фандомат принимает упаковку, если ее штрих-код есть у него в базе данных. Если его нет, то на экране высвечивается ""ошибка штрихкода"". Как нам сообщили, в скором будущем ассортимент принимаемых бутылок и флаконов расширится. Планируется ввод новой системы. Фандомат будет запоминать не появлявшиеся ранее штрих-коды, а затем специалисты их проверят и добавят в базу данных.";45.02524923910837, 39.05775176190157;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"ул. Наримановская, 48, хутор Ленина
Контейнеры АО ""Мусороуборочная компания"" для приема:
- пластика (пластиковые бутылки из-под напитков с маркировкой PET (01));
- макулатуры и картона";45.020194,39.20936;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Садовая, 7 
Контейнеры АО ""Мусороуборочная компания"" для приема:
- пластика (пластиковые бутылки из-под напитков с маркировкой PET (01));
- макулатуры и картона";45.02022,39.079275;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Старокубанская, 139
Контейнер ООО ""РТС"" (Чистый город) 
Принимают:
- макулатуру;
- пластиковые бутылки из-под напитков с маркировкой PET (01);
- пластиковые флаконы из-под бытовой химии с маркировкой HDPE/PEHD (02);
- пакеты (HDPE/PEHD (02));
- плёнку,  пупырчатую плёнку,  пакеты из-под молочных продуктов, мягкие почтовые конверты (LPDE (04));
- стрейч-плёнку,
- вёдра;
- ПП ящики;
- пенопласт
vyvozmusora23.ru
vtormusor.ru";45.0258091,39.0498269;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Ярославского, 70
Контейнер ООО ""РТС"" (Чистый город) 
Принимают:
- макулатуру;
- пластиковые бутылки из-под напитков с маркировкой PET (01);
- пластиковые флаконы из-под бытовой химии с маркировкой HDPE/PEHD (02);
- пакеты (HDPE/PEHD (02));
- плёнку,  пупырчатую плёнку,  пакеты из-под молочных продуктов, мягкие почтовые конверты (LPDE (04));
- стрейч-плёнку,
- вёдра;
- ПП ящики;
- пенопласт
vyvozmusora23.ru
vtormusor.ru";45.0258144,39.1064321;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Краснодарская, 32, жилой массив ТЭЦ
Контейнеры АО ""Мусороуборочная компания"" для приема:
- пластика (пластиковые бутылки из-под напитков с маркировкой PET (01));
- макулатуры и картона";45.020239,39.071154;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Онежская, 5/1
Контейнер ООО ""РТС"" (Чистый город) 
Принимают:
- макулатуру;
- пластиковые бутылки из-под напитков с маркировкой PET (01);
- пластиковые флаконы из-под бытовой химии с маркировкой HDPE/PEHD (02);
- пакеты (HDPE/PEHD (02));
- плёнку,  пупырчатую плёнку,  пакеты из-под молочных продуктов, мягкие почтовые конверты (LPDE (04));
- стрейч-плёнку,
- вёдра;
- ПП ящики;
- пенопласт
vyvozmusora23.ru
vtormusor.ru";45.02593,39.06819;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. М.Горького, 32, Пашковский микрорайон
Контейнер ООО ""РТС"" (Чистый город) 
Принимают:
- макулатуру;
- пластиковые бутылки из-под напитков с маркировкой PET (01);
- пластиковые флаконы из-под бытовой химии с маркировкой HDPE/PEHD (02);
- пакеты (HDPE/PEHD (02));
- плёнку,  пупырчатую плёнку,  пакеты из-под молочных продуктов, мягкие почтовые конверты (LPDE (04));
- стрейч-плёнку,
- вёдра;
- ПП ящики;
- пенопласт
vyvozmusora23.ru
vtormusor.ru";45.0262541,39.0905067;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
" ул. Ярославского, 68
Контейнер ООО ""РТС"" (Чистый город) 
Принимают:
- макулатуру;
- пластиковые бутылки из-под напитков с маркировкой PET (01);
- пластиковые флаконы из-под бытовой химии с маркировкой HDPE/PEHD (02);
- пакеты (HDPE/PEHD (02));
- плёнку,  пупырчатую плёнку,  пакеты из-под молочных продуктов, мягкие почтовые конверты (LPDE (04));
- стрейч-плёнку,
- вёдра;
- ПП ящики;
- пенопласт
vyvozmusora23.ru
vtormusor.ru";45.0262956,39.1069521;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Буковая, 2, хутор Ленина
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.020647,39.207752;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"ул. Селезнёва, 4/13, корпус 1
Контейнер ООО ""РТС"" (Чистый город) 
Принимают:
- макулатуру;
- пластиковые бутылки из-под напитков с маркировкой PET (01);
- пластиковые флаконы из-под бытовой химии с маркировкой HDPE/PEHD (02);
- пакеты (HDPE/PEHD (02));
- плёнку,  пупырчатую плёнку,  пакеты из-под молочных продуктов, мягкие почтовые конверты (LPDE (04));
- стрейч-плёнку,
- вёдра;
- ПП ящики;
- пенопласт
vyvozmusora23.ru
vtormusor.ru";45.0264268,39.0183155;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Железнодорожная, 2/1 
Контейнеры АО ""Мусороуборочная компания"" для приема:
- пластика (пластиковые бутылки из-под напитков с маркировкой PET (01));
- макулатуры и картона
https://trashcomp.com";45.020832,38.98638;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Пластунская, 3, хутор Ленина
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.020882,39.206126;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"ул. 70-летия Октября, 1/6
Контейнер ООО ""РТС"" (Чистый город) 
Принимают:
- макулатуру;
- пластиковые бутылки из-под напитков с маркировкой PET (01);
- пластиковые флаконы из-под бытовой химии с маркировкой HDPE/PEHD (02);
- пакеты (HDPE/PEHD (02));
- плёнку,  пупырчатую плёнку,  пакеты из-под молочных продуктов, мягкие почтовые конверты (LPDE (04));
- стрейч-плёнку,
- вёдра;
- ПП ящики;
- пенопласт
vyvozmusora23.ru
vtormusor.ru";45.0265381,38.903005;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Орджоникидзе, 1 
Контейнеры АО ""Мусороуборочная компания"" для приема:
- пластика (пластиковые бутылки из-под напитков с маркировкой PET (01));
- макулатуры и картона";45.02101,39.074685;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Братьев Дроздовых, 14 
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.021023,38.990135;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"ул. Димитрова, 129 
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.021316,39.028296;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"ул. 2-я Пятилетка, 4 
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.021335,39.024217;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"ул. Карасунская, 2/1 
Контейнеры АО ""Мусороуборочная компания"" для приема:
- пластика (пластиковые бутылки из-под напитков с маркировкой PET (01));
- макулатуры и картона
https://trashcomp.com";45.021367,39.07508;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Шевченко, 15/1 
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.021399,39.077865;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
" ул. Приозерная, 2
Контейнер ООО ""РТС"" (Чистый город) 
Принимают:
- макулатуру;
- пластиковые бутылки из-под напитков с маркировкой PET (01);
- пластиковые флаконы из-под бытовой химии с маркировкой HDPE/PEHD (02);
- пакеты (HDPE/PEHD (02));
- плёнку,  пупырчатую плёнку,  пакеты из-под молочных продуктов, мягкие почтовые конверты (LPDE (04));
- стрейч-плёнку,
- вёдра;
- ПП ящики;
- пенопласт
vyvozmusora23.ru
vtormusor.ru";45.0269365,39.0911013;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Селезнёва, 174 
Контейнеры АО ""Мусороуборочная компания"" для приема:
- пластика (пластиковые бутылки из-под напитков с маркировкой PET (01));
- макулатуры и картона
https://trashcomp.com";45.021418,39.04716;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Ставропольская, 89, микрорайон Черёмушки 
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.021469,39.012863;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"ул. Селезнёва, 4/4
Контейнер ООО ""РТС"" (Чистый город) 
Принимают:
- макулатуру;
- пластиковые бутылки из-под напитков с маркировкой PET (01);
- пластиковые флаконы из-под бытовой химии с маркировкой HDPE/PEHD (02);
- пакеты (HDPE/PEHD (02));
- плёнку,  пупырчатую плёнку,  пакеты из-под молочных продуктов, мягкие почтовые конверты (LPDE (04));
- стрейч-плёнку,
- вёдра;
- ПП ящики;
- пенопласт
vyvozmusora23.ru
vtormusor.ru";45.0271476,39.0183789;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"пр-т Чекистов, 10
Благотворительная организация ""Добрые руки"" (одежда на благотворительность)";45.027253, 38.90935;;0;0;0;0;1;0;0;0;0;0;0;0;0;1;"#D8107F
";odegda;;;;;;
"ул. Ставропольская, 125, микрорайон Черёмушки 
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.021551,39.021639;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"ул. Мира, 20 
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.021698,38.963276;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"ул. Селезнёва, 138 
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.021698,39.043639;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"ул. Максима Горького, 76 
Контейнеры АО ""Мусороуборочная компания"" для приема:
- пластика (пластиковые бутылки из-под напитков с маркировкой PET (01));
- макулатуры и картона
https://trashcomp.com";45.021902,39.094259;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Фабричная, 20/1, жилой массив ТЭЦ 
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.021966,39.067318;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"ул. Братьев Дроздовых, 27 
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.021978,38.990953;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"ул. Ставропольская, 109 
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.022093,39.017013;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
" ул. Приозерная, 9
Контейнер ООО ""РТС"" (Чистый город) 
Принимают:
- макулатуру;
- пластиковые бутылки из-под напитков с маркировкой PET (01);
- пластиковые флаконы из-под бытовой химии с маркировкой HDPE/PEHD (02);
- пакеты (HDPE/PEHD (02));
- плёнку,  пупырчатую плёнку,  пакеты из-под молочных продуктов, мягкие почтовые конверты (LPDE (04));
- стрейч-плёнку,
- вёдра;
- ПП ящики;
- пенопласт
vyvozmusora23.ru
vtormusor.ru";45.027963,39.0929171;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"пр-т Чекистов, 1/3
Контейнеры гипермаркета Табрис 
На переработку принимается: 
- пластик (чистые пластиковые бутылки из-под напитков (бесцветные и цветные, без крышек и колец));
- плёнка (пупырчатая или стретч) и пакеты;
- батарейки;
- ртутные термометры;
- энергосберегающие лампы;
- одежда (на благотворительность)
tabris.ru
+7 (861) 234-43-43";45.027994197602496, 38.90588122090132;;1;0;0;0;1;1;1;0;0;0;0;0;1;5;"#FEF008
,#D8107F
,#D82329,#C5D732,#E05E28
";plastik,odegda,batareiki,lampochki,gradusniki;;;;;;
"ул. Селезнёва, 144 
Контейнеры АО ""Мусороуборочная компания"" для приема:
- пластика (пластиковые бутылки из-под напитков с маркировкой PET (01));
- макулатуры и картона
https://trashcomp.com";45.022157,39.045076;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Базовская Дамба, 13 
Контейнеры АО ""Мусороуборочная компания"" для приема:
- пластика (пластиковые бутылки из-под напитков с маркировкой PET (01));
- макулатуры и картона
https://trashcomp.com";45.022361,38.983461;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. Дмитриевская Дамба, 1
Приём батареек в магазине Хозтовары";45.028145, 38.989902;;0;0;0;0;0;1;0;0;0;0;0;0;0;1;#D82329;batareiki;;;;;;
"ул. Сормовская, 2 
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.022463,39.05476;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"ул. Селезнёва, 130
Контейнеры АО ""Мусороуборочная компания"" для приема:
- пластика (пластиковые бутылки из-под напитков с маркировкой PET (01));
- макулатуры и картона
https://trashcomp.com";45.022488,39.041842;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
" ул. Леваневского, 2 
Контейнеры АО ""Мусороуборочная компания"" для приема:
- пластика (пластиковые бутылки из-под напитков с маркировкой PET (01));
- макулатуры и картона
https://trashcomp.com";45.022545,38.981107;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
"ул. 2-я Пятилетка, 8/1 
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.022628,39.02587;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"ул. Железнодорожная, 26 
Контейнеры АО ""Мусороуборочная компания"" для приема:
- пластика (пластиковые бутылки из-под напитков с маркировкой PET (01));
- макулатуры и картона
https://trashcomp.com";45.022705,38.991716;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
" ул. Ленина, 71 
Контейнеры АО ""Мусороуборочная компания"" для приема:
- пластика (пластиковые бутылки из-под напитков с маркировкой PET (01));
- макулатуры и картона
https://trashcomp.com";45.022787,38.977783;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
Джинсы для реюза, ул. Стасова, 181, Благотворительную организацию Добрый Юг ;45.028553, 39.042929;;0;0;0;0;1;0;0;0;0;0;0;0;0;1;"#D8107F
";odegda;;;;;;
" ул. Озёрная, 60/1
Контейнер АО ""Мусороуборочная компания"" для приема пластика (пластиковые бутылки из-под напитков с маркировкой PET (01))
https://trashcomp.com";45.022813,39.010204;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"#FEF008
";plastik;;;;;;
"ул. Фабричная, 50, жилой массив ТЭЦ 
Контейнеры АО ""Мусороуборочная компания"" для приема:
- пластика (пластиковые бутылки из-под напитков с маркировкой PET (01));
- макулатуры и картона
https://trashcomp.com";45.022896,39.070211;;1;0;1;0;0;0;0;0;0;0;0;0;0;2;"#FEF008
,#0283BC
";plastik,bymaga;;;;;;
